Symbol,Date,Open,High,Low,Close,Volume
N3HU.IDX,22-May-2020,98,98,98,98,174200
N3LA.IDX,22-May-2020,0.01,0.01,0.01,0.01,59600
N3LB.IDX,22-May-2020,0.01,0.01,0.01,0.01,39400
N3LC.IDX,22-May-2020,0.01,0.01,0.01,0.01,10300
N3LD.IDX,22-May-2020,0.01,0.01,0.01,0.01,2900
N3LE.IDX,22-May-2020,0.01,0.01,0.01,0.01,6400
N3LF.IDX,22-May-2020,0.01,0.01,0.01,0.01,2000
N3LG.IDX,22-May-2020,0.01,0.01,0.01,0.01,1500
N3LH.IDX,22-May-2020,0.01,0.01,0.01,0.01,22700
N3LI.IDX,22-May-2020,0.01,0.01,0.01,0.01,6000
N3LJ.IDX,22-May-2020,1,1,1,1,20300
N3LK.IDX,22-May-2020,5,5,5,5,60900
N3LL.IDX,22-May-2020,1,1,1,1,30900
N3LM.IDX,22-May-2020,1,1,1,1,13500
N3LN.IDX,22-May-2020,7,7,7,7,105300
N3LO.IDX,22-May-2020,2,2,2,2,97900
N3LP.IDX,22-May-2020,2,2,2,2,46100
N3LU.IDX,22-May-2020,23,23,23,23,174200
N5DA.IDX,22-May-2020,56,56,56,56,59600
N5DB.IDX,22-May-2020,53,53,53,53,39400
N5DC.IDX,22-May-2020,-10,-10,-10,-10,10300
N5DD.IDX,22-May-2020,-13,-13,-13,-13,2900
N5DE.IDX,22-May-2020,-18,-18,-18,-18,6400
N5DF.IDX,22-May-2020,1,1,1,1,2000
N5DG.IDX,22-May-2020,-6,-6,-6,-6,1500
N5DH.IDX,22-May-2020,18,18,18,18,22700
N5DI.IDX,22-May-2020,-1,-1,-1,-1,6000
N5DJ.IDX,22-May-2020,42,42,42,42,20300
N5DK.IDX,22-May-2020,80,80,80,80,60900
N5DL.IDX,22-May-2020,67,67,67,67,30900
N5DM.IDX,22-May-2020,50,50,50,50,13500
N5DN.IDX,22-May-2020,197,197,197,197,105300
N5DO.IDX,22-May-2020,73,73,73,73,97900
N5DP.IDX,22-May-2020,101,101,101,101,46100
N5DU.IDX,22-May-2020,-15,-15,-15,-15,174200
N5HA.IDX,22-May-2020,125,125,125,125,59600
N5HB.IDX,22-May-2020,98,98,98,98,39400
N5HC.IDX,22-May-2020,17,17,17,17,10300
N5HD.IDX,22-May-2020,1,1,1,1,2900
N5HE.IDX,22-May-2020,7,7,7,7,6400
N5HF.IDX,22-May-2020,5,5,5,5,2000
N5HG.IDX,22-May-2020,1,1,1,1,1500
N5HH.IDX,22-May-2020,36,36,36,36,22700
N5HI.IDX,22-May-2020,9,9,9,9,6000
N5HJ.IDX,22-May-2020,68,68,68,68,20300
N5HK.IDX,22-May-2020,148,148,148,148,60900
N5HL.IDX,22-May-2020,113,113,113,113,30900
N5HM.IDX,22-May-2020,70,70,70,70,13500
N5HN.IDX,22-May-2020,331,331,331,331,105300
N5HO.IDX,22-May-2020,232,232,232,232,97900
N5HP.IDX,22-May-2020,124,124,124,124,46100
N5HU.IDX,22-May-2020,383,383,383,383,174200
N5LA.IDX,22-May-2020,69,69,69,69,59600
N5LB.IDX,22-May-2020,45,45,45,45,39400
N5LC.IDX,22-May-2020,27,27,27,27,10300
N5LD.IDX,22-May-2020,14,14,14,14,2900
N5LE.IDX,22-May-2020,25,25,25,25,6400
N5LF.IDX,22-May-2020,4,4,4,4,2000
N5LG.IDX,22-May-2020,7,7,7,7,1500
N5LH.IDX,22-May-2020,18,18,18,18,22700
N5LI.IDX,22-May-2020,10,10,10,10,6000
N5LJ.IDX,22-May-2020,26,26,26,26,20300
N5LK.IDX,22-May-2020,68,68,68,68,60900
N5LL.IDX,22-May-2020,46,46,46,46,30900
N5LM.IDX,22-May-2020,20,20,20,20,13500
N5LN.IDX,22-May-2020,134,134,134,134,105300
N5LO.IDX,22-May-2020,159,159,159,159,97900
N5LP.IDX,22-May-2020,23,23,23,23,46100
N5LU.IDX,22-May-2020,398,398,398,398,174200
N6DA.IDX,22-May-2020,7,7,7,7,59600
N6DB.IDX,22-May-2020,6,6,6,6,39400
N6DC.IDX,22-May-2020,6,6,6,6,10300
N6DD.IDX,22-May-2020,0.01,0.01,0.01,0.01,2900
N6DE.IDX,22-May-2020,0.01,0.01,0.01,0.01,6400
N6DF.IDX,22-May-2020,0.01,0.01,0.01,0.01,2000
N6DG.IDX,22-May-2020,0.01,0.01,0.01,0.01,1500
N6DH.IDX,22-May-2020,6,6,6,6,22700
N6DI.IDX,22-May-2020,2,2,2,2,6000
N6DJ.IDX,22-May-2020,16,16,16,16,20300
N6DK.IDX,22-May-2020,15,15,15,15,60900
N6DL.IDX,22-May-2020,30,30,30,30,30900
N6DM.IDX,22-May-2020,13,13,13,13,13500
N6DN.IDX,22-May-2020,58,58,58,58,105300
N6DO.IDX,22-May-2020,42,42,42,42,97900
N6DP.IDX,22-May-2020,9,9,9,9,46100
N6DU.IDX,22-May-2020,31,31,31,31,174200
N6HA.IDX,22-May-2020,7,7,7,7,59600
N6HB.IDX,22-May-2020,6,6,6,6,39400
N6HC.IDX,22-May-2020,6,6,6,6,10300
N6HD.IDX,22-May-2020,0.01,0.01,0.01,0.01,2900
N6HE.IDX,22-May-2020,0.01,0.01,0.01,0.01,6400
N6HF.IDX,22-May-2020,0.01,0.01,0.01,0.01,2000
N6HG.IDX,22-May-2020,0.01,0.01,0.01,0.01,1500
N6HH.IDX,22-May-2020,6,6,6,6,22700
N6HI.IDX,22-May-2020,2,2,2,2,6000
N6HJ.IDX,22-May-2020,17,17,17,17,20300
N6HK.IDX,22-May-2020,20,20,20,20,60900
N6HL.IDX,22-May-2020,31,31,31,31,30900
N6HM.IDX,22-May-2020,13,13,13,13,13500
N6HN.IDX,22-May-2020,64,64,64,64,105300
N6HO.IDX,22-May-2020,44,44,44,44,97900
N6HP.IDX,22-May-2020,9,9,9,9,46100
N6HU.IDX,22-May-2020,52,52,52,52,174200
N6LA.IDX,22-May-2020,0.01,0.01,0.01,0.01,59600
N6LB.IDX,22-May-2020,0.01,0.01,0.01,0.01,39400
N6LC.IDX,22-May-2020,0.01,0.01,0.01,0.01,10300
N6LD.IDX,22-May-2020,0.01,0.01,0.01,0.01,2900
N6LE.IDX,22-May-2020,0.01,0.01,0.01,0.01,6400
N6LF.IDX,22-May-2020,0.01,0.01,0.01,0.01,2000
N6LG.IDX,22-May-2020,0.01,0.01,0.01,0.01,1500
N6LH.IDX,22-May-2020,0.01,0.01,0.01,0.01,22700
N6LI.IDX,22-May-2020,0.01,0.01,0.01,0.01,6000
N6LJ.IDX,22-May-2020,1,1,1,1,20300
N6LK.IDX,22-May-2020,5,5,5,5,60900
N6LL.IDX,22-May-2020,1,1,1,1,30900
N6LM.IDX,22-May-2020,0.01,0.01,0.01,0.01,13500
N6LN.IDX,22-May-2020,6,6,6,6,105300
N6LO.IDX,22-May-2020,2,2,2,2,97900
N6LP.IDX,22-May-2020,0.01,0.01,0.01,0.01,46100
N6LU.IDX,22-May-2020,21,21,21,21,174200
NADA.IDX,22-May-2020,4,4,4,4,59600
NADB.IDX,22-May-2020,5,5,5,5,39400
NADC.IDX,22-May-2020,6,6,6,6,10300
NADD.IDX,22-May-2020,0.01,0.01,0.01,0.01,2900
NADE.IDX,22-May-2020,0.01,0.01,0.01,0.01,6400
NADF.IDX,22-May-2020,0.01,0.01,0.01,0.01,2000
NADG.IDX,22-May-2020,0.01,0.01,0.01,0.01,1500
NADH.IDX,22-May-2020,6,6,6,6,22700
NADI.IDX,22-May-2020,2,2,2,2,6000
NADJ.IDX,22-May-2020,13,13,13,13,20300
NADK.IDX,22-May-2020,11,11,11,11,60900
NADL.IDX,22-May-2020,20,20,20,20,30900
NADM.IDX,22-May-2020,9,9,9,9,13500
NADN.IDX,22-May-2020,40,40,40,40,105300
NADO.IDX,22-May-2020,28,28,28,28,97900
NADP.IDX,22-May-2020,9,9,9,9,46100
NADU.IDX,22-May-2020,13,13,13,13,174200
NAHA.IDX,22-May-2020,4,4,4,4,59600
NAHB.IDX,22-May-2020,5,5,5,5,39400
NAHC.IDX,22-May-2020,6,6,6,6,10300
NAHD.IDX,22-May-2020,0.01,0.01,0.01,0.01,2900
NAHE.IDX,22-May-2020,0.01,0.01,0.01,0.01,6400
NAHF.IDX,22-May-2020,0.01,0.01,0.01,0.01,2000
NAHG.IDX,22-May-2020,0.01,0.01,0.01,0.01,1500
NAHH.IDX,22-May-2020,6,6,6,6,22700
NAHI.IDX,22-May-2020,2,2,2,2,6000
NAHJ.IDX,22-May-2020,14,14,14,14,20300
NAHK.IDX,22-May-2020,15,15,15,15,60900
